report_id,report_type,site,activity,report_text,language,sif_potential,life_saving_rule
V4-03102,Unsafe Act,Pipeline Station 3,welding,"during a planned maintenance window, at Tank Farm, During a planned work activity involving welding, welding began before the required gas test had been completed. The work area was subsequently reviewed.",English,YES,Hot Work
V4-02428,Safety Observation,Refinery Area A,crane operation,"at the start of the work period, at Pipeline Station 3, During the work period, a worker remained beneath the suspended load while it was moving while the crew was engaged in crane operation. The supervisor reviewed the situation.",English,YES,Line of Fire
V4-02690,Unsafe Act,Refinery Area A,crane operation,"before the evening shutdown, at Tank Farm, While crane operation was underway, personnel stayed outside the load travel area during crane movement. The observation was reported to the site team.",English,NO,Line of Fire
V4-02286,Safety Observation,Pipeline Station 3,lifting operation,"during a planned maintenance window, at Loading Terminal, During lifting operation, it was observed that the lifting activity continued while the exclusion zone was incomplete. The observation was reported to the site team.",English,YES,Line of Fire
V4-01223,Unsafe Act,Compressor Station 2,vessel inspection,"while preparing the work area, at Tank Farm, The team was carrying out vessel inspection when the technician entered before the required entry authorization was confirmed. The supervisor reviewed the situation.",English,YES,Confined Space
V4-02745,Safety Observation,Loading Terminal,vehicle movement,"during the morning shift, at Refinery Area A, During the work period, pedestrians remained outside the vehicle movement path while the vehicle was reversing while the crew was engaged in vehicle movement. The activity was brought to the attention of the supervisor.",English,NO,Line of Fire
V4-03259,Unsafe Act,Compressor Station 2,grinding,"before the evening shutdown, at Refinery Area A, During a planned work activity involving grinding, the grinding activity continued before the required controls were confirmed. The work area was subsequently reviewed.",English,YES,Hot Work
V4-03382,Unsafe Condition,Production Area B,cutting,"at the start of the work period, at Pipeline Station 3, During cutting, it was observed that cutting continued while personnel remained exposed to the affected area. The activity was brought to the attention of the supervisor.",English,YES,Hot Work
V4-02624,Unsafe Condition,Tank Farm,vehicle movement,"At Gas Processing Unit, During a planned work activity involving vehicle movement, the vehicle moved after pedestrians had cleared the affected area. The observation was reported to the site team.",English,NO,Line of Fire
V4-01675,Unsafe Act,Utility Section,confined-space maintenance,"at the start of the work period, at Maintenance Workshop, The report relates to confined-space maintenance. At the time of the observation, the crew entered after atmospheric conditions had been checked. The observation was reported to the site team.",English,NO,Confined Space
V4-02011,Unsafe Act,Refinery Area A,crane operation,"during the afternoon shift, at Compressor Station 2, During the work period, personnel remained inside the exclusion zone while the load was being moved while the crew was engaged in crane operation. The work area was subsequently reviewed.",English,YES,Line of Fire
V4-03915,Near Miss,Tank Farm,cutting,"during routine field activity, at Refinery Area A, The crew was engaged in cutting; the cutting activity proceeded after the required atmosphere check was completed.",English,NO,Hot Work
V4-01439,Unsafe Act,Pipeline Station 3,confined-space maintenance,"At Loading Terminal, During a planned work activity involving confined-space maintenance, the crew entered while atmospheric conditions remained unchecked. The supervisor reviewed the situation.",English,YES,Confined Space
V4-02068,Safety Observation,Production Area B,crane operation,"during routine field activity, at Tank Farm, The crew was engaged in crane operation; a worker remained beneath the suspended load while it was moving. The condition was discussed with the crew.",English,YES,Line of Fire
V4-01705,Unsafe Act,Compressor Station 2,confined-space maintenance,"during a planned maintenance window, at Production Area B, The report relates to confined-space maintenance. At the time of the observation, work continued while communication with the standby person remained available. The condition was discussed with the crew.",English,NO,Confined Space
V4-02994,Unsafe Condition,Production Area B,vehicle movement,"during the afternoon shift, at Production Area B, During a planned work activity involving vehicle movement, pedestrians remained outside the vehicle movement path while the vehicle was reversing. The supervisor reviewed the situation.",English,NO,Line of Fire
V4-02533,Safety Observation,Maintenance Workshop,crane operation,"while preparing the work area, at Compressor Station 2, During a planned work activity involving crane operation, the suspended load was moved only after workers had cleared its potential path. The observation was reported to the site team.",English,NO,Line of Fire
