report_id,report_type,site,activity,report_text,language,sif_potential,precursor,evidence,life_saving_rule,priority,human_review
SIF-0644,Unsafe Condition,Site E,Vehicle Movement,An unsafe act occurred during Vehicle Movement; the crew proceeded before confirming Line of Fire controls. The event had serious-injury potential despite no major consequence.,English,YES,Energy exposure,Near-miss with serious consequence potential,Line of Fire,Critical,Required
SIF-0645,Incident,Site A,Welding Near Hydrocarbon Equipment,"During Welding Near Hydrocarbon Equipment, the team followed the approved procedure and confirmed Hot Work controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,Routine observation with effective controls,Hot Work,Normal,Not required
SIF-0646,Unsafe Act,Site B,Lifting Operation,Worker started Lifting Operation without confirming effective Line of Fire controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Control failure,Near-miss with serious consequence potential,Line of Fire,High,Required
SIF-0647,Incident,Site F,Crane Operation,"During Crane Operation, the team followed the approved procedure and confirmed Line of Fire controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,Required controls verified,Line of Fire,Low,Not required
SIF-0648,Unsafe Condition,Site C,Pipeline Repair,The report describes a near-miss in Pipeline Repair involving inadequate Energy Isolation controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Unsafe positioning,Barrier failure identified,Energy Isolation,Critical,Required
SIF-0649,Unsafe Condition,Site A,Compressor Maintenance,A planned Compressor Maintenance task was completed with appropriate supervision and documented Energy Isolation controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Required controls verified,Energy Isolation,Normal,Not required
SIF-0650,Near-Miss,Site F,Lifting Operation,A barrier failure was identified during Lifting Operation. The missing or ineffective Line of Fire control left workers exposed to a high-consequence hazard.,English,YES,Control failure,Near-miss with serious consequence potential,Line of Fire,High,Required
SIF-0651,Unsafe Condition,Site A,Compressor Maintenance,The report records a normal safety observation during Compressor Maintenance. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Routine observation with effective controls,Energy Isolation,Low,Not required
SIF-0652,Incident,Site C,Lifting Operation,"During inspection of Lifting Operation, personnel were found within a hazardous exposure zone without adequate Line of Fire protection. Immediate correction was required.",English,YES,Energy exposure,Near-miss with serious consequence potential,Line of Fire,High,Required
SIF-0653,Unsafe Act,Site B,Lifting Operation,"The crew completed Lifting Operation after confirming permits, barriers, and Line of Fire requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Permit and barriers confirmed,Line of Fire,Normal,Not required
SIF-0654,Incident,Site D,Vehicle Movement,A barrier failure was identified during Vehicle Movement. The missing or ineffective Line of Fire control left workers exposed to a high-consequence hazard.,English,YES,Control failure,Near-miss with serious consequence potential,Line of Fire,High,Required
SIF-0655,Unsafe Act,Site F,Welding Near Hydrocarbon Equipment,A planned Welding Near Hydrocarbon Equipment task was completed with appropriate supervision and documented Hot Work controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Approved procedure followed,Hot Work,Low,Not required
SIF-0656,Incident,Site E,Electrical Maintenance,The report describes a near-miss in Electrical Maintenance involving inadequate Energy Isolation controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Energy exposure,Personnel exposed to high-energy hazard,Energy Isolation,Critical,Required
SIF-0657,Unsafe Condition,Site A,Crane Operation,"The crew completed Crane Operation after confirming permits, barriers, and Line of Fire requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Permit and barriers confirmed,Line of Fire,Low,Not required
SIF-0658,Unsafe Act,Site D,Electrical Maintenance,"During Electrical Maintenance, the required Energy Isolation control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Control failure,Barrier failure identified,Energy Isolation,Critical,Required
SIF-0659,Unsafe Condition,Site F,Vessel Cleaning,The report records a normal safety observation during Vessel Cleaning. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Personnel maintained safe position,Confined Space,Low,Not required
SIF-0660,Unsafe Condition,Site F,Electrical Maintenance,The report describes a near-miss in Electrical Maintenance involving inadequate Energy Isolation controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Barrier failure,Barrier failure identified,Energy Isolation,Critical,Required
SIF-0661,Unsafe Act,Site E,Vessel Cleaning,Routine Vessel Cleaning was completed with the required Confined Space controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Routine observation with effective controls,Confined Space,Low,Not required
SIF-0662,Incident,Site D,Vessel Cleaning,A near-miss was observed during Vessel Cleaning when Confined Space precautions were incomplete. The report indicates a clear SIF precursor requiring HSE review.,English,YES,Energy exposure,Required control was missing or not verified,Confined Space,Critical,Required
SIF-0663,Near-Miss,Site C,Tank Entry,Routine Tank Entry was completed with the required Confined Space controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,No high-consequence exposure identified,Confined Space,Low,Not required
SIF-0664,Incident,Site F,Vessel Cleaning,A barrier failure was identified during Vessel Cleaning. The missing or ineffective Confined Space control left workers exposed to a high-consequence hazard.,English,YES,Unsafe positioning,Personnel exposed to high-energy hazard,Confined Space,High,Required
SIF-0665,Incident,Site E,Grinding,Routine Grinding was completed with the required Hot Work controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Hot Work,Normal,Not required
SIF-0666,Incident,Site A,Lifting Operation,Worker started Lifting Operation without confirming effective Line of Fire controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Unsafe positioning,Required control was missing or not verified,Line of Fire,Critical,Required
SIF-0667,Unsafe Act,Site E,Compressor Maintenance,A planned Compressor Maintenance task was completed with appropriate supervision and documented Energy Isolation controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Required controls verified,Energy Isolation,Normal,Not required
SIF-0668,Unsafe Condition,Site E,Vessel Cleaning,The report describes a near-miss in Vessel Cleaning involving inadequate Confined Space controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Control failure,Barrier failure identified,Confined Space,Critical,Required
SIF-0669,Near-Miss,Site D,Tank Entry,"During Tank Entry, the supervisor verified the relevant Confined Space control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,No high-consequence exposure identified,Confined Space,Normal,Not required
SIF-0670,Incident,Site F,Lifting Operation,"During Lifting Operation, the required Line of Fire control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Control failure,Required control was missing or not verified,Line of Fire,High,Required
SIF-0671,Near-Miss,Site C,Lifting Operation,"During Lifting Operation, the supervisor verified the relevant Line of Fire control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,No high-consequence exposure identified,Line of Fire,Normal,Not required
SIF-0672,Unsafe Condition,Site A,Pipeline Repair,The report describes a near-miss in Pipeline Repair involving inadequate Energy Isolation controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Control failure,Personnel exposed to high-energy hazard,Energy Isolation,Critical,Required
